-114.6140858700197,1000000
-115.8119035953373,4124375
-115.1829639852454,7248750
-113.9968234489912,10373125
-114.1151387919958,13497500
-114.6996923003427,16621875
-115.4753003603835,19746250
-115.9698739583802,22870625
-116.1498354497228,25995000
-114.6417869193752,29119375
-113.3103033622672,32243750
-113.3798736121626,35368125
-112.9933531581718,38492500
-112.9248494055186,41616875
-112.9893538088809,44741250
-112.5881330130423,47865625
-112.1642782644315,50990000
-112.0877292819224,54114375
-111.5229231294759,57238750
-111.307738793447,60363125
-111.3038074939558,63487500
-111.3355469980797,66611875
-111.8505416281988,69736250
-110.6573183089547,72860625
-109.648820586024,75985000
-109.9369994316107,79109375
-109.6415554930012,82233750
-109.4358452851727,85358125
-109.3086964636189,88482500
-109.3922654846804,91606875
-109.2276879878871,94731250
-108.7553506115166,97855625
-108.2157438334598,100980000
-108.0618310273383,104104375
-107.8720742471047,107228750
-107.6812696466182,110353125
-107.2948199684061,113477500
-107.1095144724146,116601875
-107.3288426683489,119726250
-106.9205786732854,122850625
-107.0095153206444,125975000
-107.2037909743331,129099375
-107.1184070934022,132223750
-106.8813441402162,135348125
-106.4023293378997,138472500
-106.7533548972126,141596875
-106.3704939809648,144721250
-105.9234121699577,147845625
-105.842084923931,150970000
-105.7667434479031,154094375
-105.8085247854143,157218750
-105.8564004493868,160343125
-105.5595502851759,163467500
-105.7348842686673,166591875
-105.9607427709123,169716250
-105.7054170174636,172840625
-105.5908878221972,175965000
-105.2669089239491,179089375
-104.9925974289017,182213750
-104.8420029968116,185338125
-104.4852776071563,188462500
-104.3721108114666,191586875
-104.212807029544,194711250
-103.9327483853228,197835625
-104.0492773754029,200960000
-104.1623317653861,204084375
-104.2781767157807,207208750
-104.2810668436196,210333125
-104.081645564802,213457500
-103.6550646074472,216581875
-103.2072354645193,219706250
-103.4576471074439,222830625
-103.5742496190719,225955000
-103.3861777467808,229079375
-103.4197367359707,232203750
-103.1710677190435,235328125
-103.3036750631184,238452500
-103.2760456686464,241576875
-102.8844482691089,244701250
-102.9383919133414,247825625
-102.8001313444111,250950000
-102.7739665751946,254074375
-102.8664477835964,257198750
-102.8187038947618,260323125
-102.7035927704392,263447500
-102.5177501097605,266571875
-102.6931079367707,269696250
-102.6273177044003,272820625
-102.4964246203302,275945000
-102.4357995249182,279069375
-101.9895607483705,282193750
-101.632486591795,285318125
-101.534443942813,288442500
-101.5455919176894,291566875
-101.7146308514647,294691250
-101.4925088250015,297815625
-101.3846836733103,300940000
-101.9369019858829,304064375
-101.9666573232015,307188750
-101.5622571835154,310313125
-101.5421534439014,313437500
-101.6979925990466,316561875
-101.3764549877755,319686250
-100.9437851912168,322810625
-100.4591359107386,325935000
-100.1865635522306,329059375
-100.2046567144879,332183750
-99.90277772130528,335308125
-99.57619376334176,338432500
-99.67904578506668,341556875
-100.0637635334658,344681250
-99.96098378351924,347805625
-99.54185031865887,350930000
-99.43494894633004,354054375
-99.10098031700811,357178750
-98.62647684439003,360303125
-98.32987169253308,363427500
-97.89465157416112,366551875
-97.75458810054147,369676250
-97.67669025599284,372800625
-97.72939113819844,375925000
-97.77132740066754,379049375
-97.74881864398139,382173750
-97.73743646442998,385298125
-97.93005287796221,388422500
-97.87399584182054,391546875
-97.59944248463171,394671250
-96.99908052995583,397795625
-96.39365415930297,400920000
-96.20827529846869,404044375
-96.0560698246631,407168750
-95.93646277081909,410293125
-95.85487318973541,413417500
-96.41710788007887,416541875
-97.09753072893065,419666250
-97.63981262624938,422790625
-97.86800535032525,425915000
-96.99960402019659,429039375
-94.71476849162384,432163750
-91.76140497505338,435288125
-92.0414144936309,438412500
-97.02807863590692,441536875
-98.89530147005348,444661250
-97.9103675955143,447785625
-96.57720079573932,450910000
-95.59998148862937,454034375
-95.08279710086001,457158750
-94.83037069828585,460283125
-94.77166159124135,463407500
-95.00735169024364,466531875
-95.20091450562292,469656250
-95.46258787431171,472780625
-95.74809534668562,475905000
-95.97503685535577,479029375
-95.92279981992732,482153750
-95.75267960752642,485278125
-95.59519413219778,488402500
-95.31899916358086,491526875
-95.15382038942565,494651250
-95.09157754471605,497775625
-95.11081672559888,500900000
-95.1083154436045,504024375
-95.23347895413606,507148750
-95.46963515621614,510273125
-95.67622960427533,513397500
